"Name","VisualLevel","TID","InfoTID","EnabledByCalendar","Speed","Hitpoints","UpgradeTimeH","UpgradeResource","UpgradeCost","RequiredTownHallLevel","RequiredHeroTavernLevel","AttackRange","AltAttackRange","AttackSpeed","CoolDownOverride","DPS","PreferedTargetDamageMod","DamageRadius","IconSWF","IconExportName","BigPicture","BigPictureSWF","SquarePicture","SquarePictureSWF","ArmyTrainingPicture","ArmyTrainingPictureSWF","Projectile","PreferedTargetBuilding","DeployEffect","AttackEffect","AttackEffectAlt","HitEffect","IsFlying","AirTargets","GroundTargets","IsJumper","AttackCount","DieEffect","Animation","AbilityAttackCount","MaxSearchRadiusForDefender","HousingSpace","HealerWeight","TrainingResource","TrainingCost","CelebrateEffect","SleepOffsetX","SleepOffsetY","PatrolRadius","AbilitySummonTroop","AbilityDescTID","AbilityIcon","AbilityBigPictureExportName","StrengthWeight","StrengthWeight2","AlertRadius","Scale","AuraSpell","AuraSpellLevel","AuraTID","AuraDescTID","AuraBigPictureExportName","RetributionSpell","RetributionSpellLevel","RetributionSpellTriggerHealth","HasAltMode","AltModeFlying","AltModeAnimation","PreferedTargetBuildingClass","NoAttackOverWalls","TargetGroups","FightWithGroups","TargetGroupsRadius","TargetGroupsRange","TargetGroupsMinWeight","SmoothJump","WakeUpSpeed","WakeUpSpace","FriendlyGroupWeight","EnemyGroupWeight","AttackEffectShared","TargetedEffectOffset","TriggersTraps","VillageType","NoDefence","PreAttackEffect","DefaultSkin","NewTargetAttackDelay","Gender","SpecialAbilities","SpecialAbilitiesLevel","OnlyShowRageBoost","AvoidNoiseInAttackPositionSelection","AbilityExtraPowerMaxLevel","PreviewScenario","AltPreviewScenario","ItemSlotCount","DefaultItems","MigrationGearLevel","HeroFlagSWF","HeroFlagExportName","HeroFlagBaseExportName","HeroBannerPrefix","LevelGrantedByTavernLevel","ControlledMoveEffect","ForceRetaliation","ScaleByTH"
,73,,,,,2465,192,,22000000,17,11,,,,,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32450,13600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,15,,,,,,,,
,74,,,,,2482,192,,22500000,17,11,,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32600,13700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15",,,,,,,,15,,,,,,,,
,75,,,,,2499,192,,24000000,17,11,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,,15,,,,,,,,
,76,,,,,2516,192,,25500000,18,12,,,,,327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33150,14100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,,15,,,,,,,,
,77,,,,,2533,192,,27000000,18,12,,,,,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33300,14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,,15,,,,,,,,
,78,,,,,2550,192,,28500000,18,12,,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33450,14300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,,15,,,,,,,,
,79,,,,,2567,192,,30000000,18,12,,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33600,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16",,,,,,,,15,,,,,,,,
,80,,,,,2584,,,,18,12,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34000,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17",,,,,,,,15,,,,,,,,
"BB Battle Machine",1,"TID_WARMACHINE","TID_HERO_INSTRUCTIONS_WARMACHINE",,200,3000,12,"Elixir2",1000000,5,0,125,,1200,,125,1,,"sc/ui.sc","icon_hero_warmachine","unit_warmachine_big","sc/info_warmachine.sc",,,,,,,,,,,"FALSE","FALSE","TRUE","FALSE",,,,,900,25,,"Elixir2",,"Warmachine Scream",-30,-40,300,,"TID_HERO_ABILITY_WARMACHINE_DESC","icon_hero_warmachine_ability1","unit_warmachine_ability_big",6500,0,1200,,,,,,,,,,,,,,,,,,,,,,,2100,2500,,-50,"TRUE",1,"TRUE",,"WarmachineDefault",,"M",,,"TRUE","TRUE",2,,,,,,,,,,,,"TRUE",
,2,,,,,3070,12,,1100000,5,,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,3140,24,,1200000,5,,,,,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,3210,24,,1300000,5,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,3280,36,,1500000,5,,,,,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Battle Machine Electric Hammer 1;Battle Machine Electric Hammer 2;Battle Machine Electric Hammer 3","1;1;1",,,,,,,,,,,,,,,,
,6,,,,,3350,36,,1600000,6,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;1;1",,,,,,,,,,,,,,,,
,7,,,,,3420,48,,1700000,6,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;1;1",,,,,,,,,,,,,,,,
,8,,,,,3490,48,,1800000,6,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;1;1",,,,,,,,,,,,,,,,
,9,,,,,3560,60,,1900000,6,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1;1;1",,,,,,,,,,,,,,,,
,10,,,,,3630,60,,2100000,6,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;2;2",,,,,,,,,,,,,,,,
,11,,,,,3700,72,,2200000,7,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;2;2",,,,,,,,,,,,,,,,
,12,,,,,3770,72,,2300000,7,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;2;2",,,,,,,,,,,,,,,,
,13,,,,,3840,84,,2400000,7,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;2;2",,,,,,,,,,,,,,,,
,14,,,,,3910,84,,2500000,7,,,,,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2;2;2",,,,,,,,,,,,,,,,
,15,,,,,3980,96,,2600000,7,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;3;3",,,,,,,,,,,,,,,,
,16,,,,,4050,96,,2700000,7,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;3;3",,,,,,,,,,,,,,,,
,17,,,,,4120,96,,2800000,7,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;3;3",,,,,,,,,,,,,,,,
,18,,,,,4190,96,,2900000,7,,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;3;3",,,,,,,,,,,,,,,,
,19,,,,,4260,96,,3000000,7,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3;3;3",,,,,,,,,,,,,,,,
,20,,,,,4330,120,,3100000,7,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;4;4",,,,,,,,,,,,,,,,
,21,,,,,4400,120,,3200000,8,,,,,,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;4;4",,,,,,,,,,,,,,,,
,22,,,,,4470,120,,3300000,8,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;4;4",,,,,,,,,,,,,,,,
,23,,,,,4540,120,,3400000,8,,,,,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;4;4",,,,,,,,,,,,,,,,
,24,,,,,4610,120,,3500000,8,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4;4;4",,,,,,,,,,,,,,,,
,25,,,,,4680,144,,3600000,8,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5;5;5",,,,,,,,,,,,,,,,
,26,,,,,4750,144,,3700000,9,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5;5;5",,,,,,,,,,,,,,,,
,27,,,,,4820,144,,3800000,9,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5;5;5",,,,,,,,,,,,,,,,
,28,,,,,4890,144,,3900000,9,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5;5;5",,,,,,,,,,,,,,,,
,29,,,,,4960,144,,4000000,9,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5;5;5",,,,,,,,,,,,,,,,
,30,,,,,5030,168,,4100000,9,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6;6;6",,,,,,,,,,,,,,,,
,31,,,,,5100,168,,4200000,10,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6;6;6",,,,,,,,,,,,,,,,
,32,,,,,5170,168,,4300000,10,,,,,,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6;6;6",,,,,,,,,,,,,,,,
,33,,,,,5240,168,,4400000,10,,,,,,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6;6;6",,,,,,,,,,,,,,,,
,34,,,,,5310,168,,4500000,10,,,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14750,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6;6;6",,,,,,,,,,,,,,,,
,35,,,,,5380,,,,10,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7;7;7",,,,,,,,,,,,,,,,
"Royal Champion",1,"TID_HERO_ROYAL_CHAMPION","TID_HERO_INSTRUCTIONS_ROYAL_CHAMPION",,300,2508,4,"DarkElixir",10000,13,7,300,,1200,,340,,,"sc/ui.sc","icon_hero_warriorPrincess","unit_royal_champion_big","sc/info_royal_champion.sc","icon_hero_warriorPrincess_profile","sc/ui.sc","hero_art_rc","sc/ui.sc","AmazonQueen_javelin",,"Hero Deploy",,,"AmazonQ ability hit","FALSE","TRUE","TRUE","TRUE",,,,,1000,25,23,"Elixir",,"Warrior Princess Scream",,,300,,"TID_HERO_ABILITY_ROYAL_CHAMPION_DESC","icon_hero_warriorPrincess_ability1","unit_royal_champion_ability_big",20000,5218,1200,,,,,,,,,,,,,"Defense",,,,,,,,,,2100,1000,,-50,"TRUE",,,,"WarriorPrincessDefault",400,"F","RoyalChampionAbilityHeal","1",,"TRUE",,"HeroRoyalChampion",,2,"Seeking Shield; Royal Gem;",1,"sc/buildings.sc","RC_rally_point","RC_rally_point_base","rc",,"ForceMoveRC","TRUE",
,2,,,,,2550,10,,15000,13,7,,,,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000,5332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,1,,,,,,,,
,3,,,,,2593,12,,20000,13,7,,,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22000,5447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,2,,,,,,,,
,4,,,,,2635,20,,25000,13,7,,,,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23000,5561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,3,,,,,,,,
,5,,,,,2678,24,,30000,13,7,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000,6010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,4,,,,,,,,
,6,,,,,2720,24,,35000,13,7,,,,,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26000,6098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,5,,,,,,,,
,7,,,,,2763,24,,40000,13,7,,,,,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000,6188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,5,,,,,,,,
,8,,,,,2805,24,,45000,13,7,,,,,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000,6277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,6,,,,,,,,
,9,,,,,2848,24,,50000,13,7,,,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29000,6373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2",,,,,,,,6,,,,,,,,
,10,,,,,2890,24,,53000,13,7,,,,,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000,6860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,7,,,,,,,,
,11,,,,,2933,24,,56000,13,7,,,,,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000,6962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,7,,,,,,,,
,12,,,,,2975,24,,59000,13,7,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000,7063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,8,,,,,,,,
,13,,,,,3018,24,,62000,13,7,,,,,420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34000,7165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,8,,,,,,,,
,14,,,,,3060,24,,65000,13,7,,,,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,8,,,,,,,,
,15,,,,,3103,36,,70000,13,7,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,9,,,,,,,,
,16,,,,,3145,36,,75000,13,7,,,,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000,7896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,9,,,,,,,,
,17,,,,,3188,36,,80000,13,7,,,,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38000,8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,9,,,,,,,,
,18,,,,,3230,36,,85000,13,7,,,,,448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39000,8096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,10,,,,,,,,
,19,,,,,3273,36,,90000,13,7,,,,,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,8189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,11,,,,,,,,
,20,,,,,3315,48,,95000,13,7,,,,,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41000,8728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,12,,,,,,,,
,21,,,,,3349,48,,100000,13,7,,,,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41500,8812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,12,,,,,,,,
,22,,,,,3383,48,,105000,13,7,,,,,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42000,8904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,12,,,,,,,,
,23,,,,,3417,48,,110000,13,7,,,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42500,8996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,12,,,,,,,,
,24,,,,,3451,48,,115000,13,7,,,,,474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000,9081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,12,,,,,,,,
,25,,,,,3485,72,,120000,13,7,,,,,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44000,9627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,13,,,,,,,,
,26,,,,,3519,72,,125000,14,8,,,,,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44500,9707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,13,,,,,,,,
,27,,,,,3553,72,,130000,14,8,,,,,483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,9788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,14,,,,,,,,
,28,,,,,3587,72,,135000,14,8,,,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45500,9868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,14,,,,,,,,
,29,,,,,3621,72,,140000,14,8,,,,,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000,9948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6",,,,,,,,14,,,,,,,,
,30,,,,,3655,96,,145000,14,8,,,,,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000,10518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,15,,,,,,,,
,31,,,,,3681,96,,150000,15,9,,,,,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100,10588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,15,,,,,,,,
,32,,,,,3706,96,,155000,15,9,,,,,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47200,10657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,15,,,,,,,,
,33,,,,,3732,96,,160000,15,9,,,,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47300,10736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,15,,,,,,,,
,34,,,,,3757,96,,165000,15,9,,,,,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47400,10814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7",,,,,,,,15,,,,,,,,
,35,,,,,3783,120,,170000,15,9,,,,,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48000,11399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,15,,,,,,,,
,36,,,,,3808,120,,175000,15,9,,,,,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48100,11480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,15,,,,,,,,
,37,,,,,3834,120,,180000,15,9,,,,,518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48200,11563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,15,,,,,,,,
,38,,,,,3859,120,,200000,15,9,,,,,522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48300,11644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,15,,,,,,,,
,39,,,,,3885,120,,220000,15,9,,,,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48400,11727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8",,,,,,,,15,,,,,,,,
,40,,,,,3910,120,,240000,15,9,,,,,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49000,12333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,15,,,,,,,,
,41,,,,,3936,144,,260000,16,10,,,,,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49100,12410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,15,,,,,,,,
,42,,,,,3961,156,,280000,16,10,,,,,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49200,12485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,15,,,,,,,,
,43,,,,,3987,168,,300000,16,10,,,,,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49300,12562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,15,,,,,,,,
,44,,,,,4012,180,,320000,16,10,,,,,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49400,12637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9",,,,,,,,15,,,,,,,,
,45,,,,,4038,192,,340000,16,10,,,,,545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,13255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,15,,,,,,,,
,46,,,,,4064,192,,350000,17,11,,,,,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50100,13350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,15,,,,,,,,
,47,,,,,4090,192,,360000,17,11,,,,,551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50200,13440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,15,,,,,,,,
,48,,,,,4116,192,,370000,17,11,,,,,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50300,13530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,15,,,,,,,,
,49,,,,,4142,192,,380000,17,11,,,,,557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,13620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,15,,,,,,,,
,50,,,,,4168,192,,400000,17,11,,,,,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000,14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,15,,,,,,,,
,51,,,,,4194,192,,410000,18,12,,,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51100,14300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,15,,,,,,,,
,52,,,,,4220,192,,420000,18,12,,,,,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51200,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,15,,,,,,,,
,53,,,,,4246,192,,430000,18,12,,,,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51300,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,15,,,,,,,,
,54,,,,,4272,192,,450000,18,12,,,,,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51400,14600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11",,,,,,,,15,,,,,,,,
,55,,,,,4298,,,,18,12,,,,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000,14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12",,,,,,,,15,,,,,,,,
